Latitude,Longitude,Bottom depth (m),Fish 38 kHz sA (m^2 nmi^-2),Zooplankton 120 kHz sA (m^2 nmi^-2),Arctic cod (No. m^-2),Saffron cod (No. m^-2),Capelin (No. m^-2),herring (No. m^-2),Pollock (No. m^-2)
71.999,-167.78,49.977,21.274,28.153,0.065005,0,0.021534,0,0
71.999,-167.75,49.903,20.082,20.893,0.061365,0,0.020328,0,0
71.999,-167.72,49.876,18.671,38.317,0,0,0,0,0
71.999,-167.7,49.942,17.658,9.5244,0,0,0,0,0
71.998,-167.68,50.012,22.589,8.7979,0,0,0,0,0
71.999,-167.67,49.969,19.083,12.239,0,0,0,0,0
72,-167.64,49.883,23.419,24.826,0,0,0,0,0
72,-167.62,49.845,15.111,17.852,0,0,0,0,0
72,-167.59,49.759,18.473,9.9403,0,0,0,0,0
72,-167.56,49.616,18.044,16.411,0,0,0,0,0
72,-167.54,49.547,14.744,18.045,0,0,0,0,0
71.999,-167.51,49.487,17.71,14.87,0,0,0,0,0
72,-167.48,49.42,22.45,14.088,0,0,0,0,0
72,-167.46,49.371,15.542,16.658,0,0,0,0,0
72,-167.43,49.293,11.228,8.2634,0,0,0,0,0
72,-167.4,49.226,9.7064,23.198,0,0,0,0,0
72,-167.37,49.218,10.701,8.6519,0,0,0,0,0
72,-167.35,49.147,8.9464,11.697,0,0,0,0,0
72,-167.32,49.075,8.3911,11.827,0,0,0,0,0
72,-167.29,48.972,12.451,40.194,0,0,0,0,0
72,-167.27,48.902,15.182,26.952,0,0,0,0,0
72,-167.24,48.852,14.085,22.314,0,0,0,0,0
72,-167.21,48.774,14.834,24.096,0,0,0,0,0
72,-167.19,48.748,14.563,28.65,0,0,0,0,0
72,-167.16,48.679,17.884,39.985,0,0,0,0,0
72,-167.13,48.622,14.493,58.942,0,0,0,0,0
72,-167.1,48.531,14.566,31.659,0,0,0,0,0
72,-167.08,48.479,25.299,9.2696,0,0,0,0,0
72,-167.05,48.391,29.696,7.6905,0,0,0,0,0
72,-167.02,48.313,42.251,18.779,0,0,0,0,0
72,-167,48.251,25.875,10.607,0,0,0,0,0
72,-166.97,48.168,20.014,8.3224,0,0,0,0,0
72,-166.94,48.065,17.307,6.5558,0,0,0,0,0
71.999,-166.92,47.936,14.63,7.3614,0,0,0,0,0
71.999,-166.89,47.837,12.369,6.9673,0,0,0,0,0
71.998,-166.87,47.872,15.772,12.607,0,0,0,0,0
71.992,-166.86,47.799,29.737,8.0935,0,0,0,0,0
71.984,-166.86,47.757,31.868,4.6967,0,0,0,0,0
71.976,-166.86,47.722,36.133,9.223,0,0,0,0,0
71.967,-166.87,47.649,29.201,8.769,0,0,0,0,0
71.959,-166.87,47.664,24.919,24.602,0,0,0,0,0
71.503,-166.74,45.816,7.4829,0.53048,0.0053054,0,0.0038104,0,0.0067788
71.504,-166.77,45.896,25.276,5.4757,0.01792,0,0.012871,0,0.022897
71.505,-166.8,45.934,14.871,2.8925,0.010543,0,0.0075724,0,0.013471
71.505,-166.82,46.073,24.097,2.0993,0.017085,0,0.012271,0,0.02183
71.506,-166.85,46.178,20.969,3.2683,0.014867,0,0.010678,0,0.018996
71.506,-166.87,46.227,11.538,7.3401,0.0081805,0,0.0058754,0,0.010452
71.507,-166.9,46.369,9.3752,12.203,0.006647,0,0.004774,0,0.008493
71.506,-166.91,46.541,5.5745,17.658,0.0039523,0,0.0028387,0,0.00505
71.506,-166.9,46.336,8.1448,17.381,0.0057747,0,0.0041475,0,0.0073784
71.507,-166.87,46.192,11.77,22.642,0.008345,0,0.0059936,0,0.010663
71.507,-166.87,46.185,19.064,16.633,0.013516,0,0.0097078,0,0.01727
71.506,-166.89,46.268,11.403,48.028,0.0080848,0,0.0058067,0,0.01033
71.505,-166.92,46.418,7.2335,31.218,0.0051286,0,0.0036835,0,0.0065529
71.494,-167.12,47.822,1.5135,62.395,0.0010731,0,0.0007707,0,0.0013711
71.495,-167.09,47.595,0.77474,46.027,0.00054929,0,0.00039451,0,0.00070184
71.496,-167.07,47.364,1.9207,22.115,0.0013617,0,0.00097804,0,0.0017399
71.497,-167.04,47.185,2.2683,45.868,0.0016082,0,0.0011551,0,0.0020548
71.498,-167.02,47,4.0313,80.477,0.0028582,0,0.0020528,0,0.0036519
71.499,-166.99,46.815,2.9939,60.947,0.0021226,0,0.0015245,0,0.0027121
71.499,-166.96,46.635,6.956,115.09,0.0049318,0,0.0035422,0,0.0063015
71.5,-166.94,46.488,6.2848,84.639,0.0044559,0,0.0032003,0,0.0056934
71.5,-166.91,46.347,5.8894,146.5,0.0041756,0,0.002999,0,0.0053352
71.499,-166.89,46.226,6.956,136.73,0.0049318,0,0.0035422,0,0.0063015
71.499,-166.86,46.154,12.23,205.35,0.0086712,0,0.0062279,0,0.011079
71.499,-166.83,46.04,15.865,86.982,0.011249,0,0.0080789,0,0.014372
71.499,-166.81,45.93,15.274,115.19,0.010829,0,0.0077778,0,0.013837
71.499,-166.78,45.843,17.595,89.231,0.012475,0,0.0089599,0,0.01594
71.499,-166.75,45.751,15.108,23.456,0.010712,0,0.0076934,0,0.013687
71.499,-166.73,45.685,31.547,11.835,0.022367,0,0.016065,0,0.028579
71.499,-166.7,45.598,21.763,24.041,0.01543,0,0.011082,0,0.019715
71.5,-166.68,45.534,23.674,30.6,0.016785,0,0.012055,0,0.021446
71.5,-166.65,45.507,21.173,33.974,0.015011,0,0.010782,0,0.01918
71.5,-166.62,45.393,16.899,18.685,0.011981,0,0.0086052,0,0.015309
71.5,-166.6,45.323,11.952,28.95,0.0084741,0,0.0060863,0,0.010828
71.5,-166.57,45.294,12.183,24.409,0.0086379,0,0.006204,0,0.011037
71.5,-166.54,45.244,23.246,15.898,0.016481,0,0.011837,0,0.021059
71.5,-166.52,45.202,22.643,18.275,0.016054,0,0.01153,0,0.020512
71.5,-166.49,45.17,9.9336,18.711,0.0070429,0,0.0050584,0,0.0089989
71.5,-166.47,45.104,4.7657,85.353,0.0033789,0,0.0024268,0,0.0043172
71.5,-166.44,45.109,10.895,47.622,0.0077242,0,0.0055477,0,0.0098693
71.5,-166.41,45.094,10.5,71.108,0.0074448,0,0.005347,0,0.0095124
71.5,-166.39,45.062,14.707,30.102,0.010428,0,0.0074893,0,0.013323
71.5,-166.36,44.949,7.0246,28.673,0.0049805,0,0.0035771,0,0.0063636
71.5,-166.33,44.881,4.4874,26.252,0.0031816,0,0.0022851,0,0.0040652
71.5,-166.31,44.888,6.2506,74.17,0.0044317,0,0.0031829,0,0.0056624
71.5,-166.28,44.873,8.2772,61.606,0.0058686,0,0.0042149,0,0.0074983
71.5,-166.26,44.81,7.9203,25.284,0.0056155,0,0.0040332,0,0.007175
71.5,-166.23,44.795,14.645,13.962,0.007484,0,0.0033159,0,0
71.5,-166.2,44.724,12.077,33.602,0.0061719,0,0.0027345,0,0
71.5,-166.18,44.639,18.186,94.819,0.009294,0,0.0041178,0,0
71.499,-166.16,44.595,6.1645,24.377,0.0031503,0,0.0013958,0,0
71.499,-166.14,44.636,4.9416,23.171,0.0025253,0,0.0011189,0,0
71.502,-166.13,44.595,5.6998,90.622,0.0029128,0,0.0012906,0,0
71.506,-166.12,44.558,4.5929,50.111,0.0023472,0,0.0010399,0,0
71.503,-166.12,44.493,4.6212,35.84,0.0023616,0,0.0010464,0,0
71.499,-166.1,44.41,5.305,37.537,0.0027111,0,0.0012012,0,0
71.499,-166.08,44.367,3.6854,46.794,0.0018834,0,0.00083446,0,0
71.499,-166.05,44.293,8.4375,32.363,0.0043119,0,0.0019105,0,0
71.499,-166.02,44.2,7.3521,17.637,0.0037572,0,0.0016647,0,0
71.499,-166,44.097,6.8016,24.579,0.0034759,0,0.00154,0,0
71.5,-165.97,44.053,7.6376,39.332,0.0039031,0,0.0017293,0,0
71.5,-165.94,43.968,6.1959,42.438,0.0031664,0,0.0014029,0,0
71.5,-165.92,43.867,4.2781,37.878,0.0021863,0,0.00096866,0,0
71.5,-165.89,43.623,4.4988,35.877,0.0022991,0,0.0010186,0,0
71.501,-165.87,43.28,4.3256,28.13,0.0022106,0,0.00097942,0,0
71.501,-165.84,43.001,6.0426,29.467,0.003088,0,0.0013682,0,0
71.502,-165.81,42.838,6.9929,28.626,0.0035737,0,0.0015834,0,0
71.504,-165.79,42.638,3.9961,16.14,0.0020422,0,0.00090481,0,0
71.505,-165.76,42.438,15.669,11.31,0.0080077,0,0.0035479,0,0
71.503,-165.74,42.316,29.561,21.974,0.015107,0,0.0066934,0,0
71.499,-165.71,42.218,24.475,17.954,0.012508,0,0.0055418,0,0
71.493,-165.7,42.274,26.062,19.092,0.013319,0,0.005901,0,0
71.487,-165.68,42.488,38.06,21.318,0.01945,0,0.0086177,0,0
71.482,-165.66,42.599,22.28,11.076,0.011386,0,0.0050446,0,0
71.478,-165.64,42.709,24.624,6.4573,0.012584,0,0.0055754,0,0
71.473,-165.61,42.707,20.633,8.0207,0.010544,0,0.0046717,0,0
71.468,-165.59,42.458,35.08,4.7166,0.017927,0,0.007943,0,0
71.465,-165.57,42.042,66.948,5.4158,0.034213,0,0.015159,0,0
71.464,-165.54,41.897,25.158,2.3516,0.012857,0,0.0056964,0,0
71.465,-165.52,41.459,12.041,2.1171,0.0061535,0,0.0027264,0,0
71.467,-165.49,40.618,23.269,3.1534,0.011892,0,0.0052687,0,0
71.47,-165.47,40.638,16.577,3.9051,0.0084714,0,0.0037534,0,0
71.473,-165.44,41.275,16.133,3.5544,0.0082446,0,0.0036529,0,0
71.477,-165.42,41.702,11.806,4.855,0.0060334,0,0.0026732,0,0
71.482,-165.4,42.266,9.5113,3.6948,0.0048607,0,0.0021536,0,0
71.486,-165.38,42.586,5.0261,2.8322,0.0025686,0,0.001138,0,0
71.486,-165.36,42.605,2.804,1.6269,0.001433,0,0.0006349,0,0
71.48,-165.35,42.047,2.6747,1.954,0.0013669,0,0.00060561,0,0
71.473,-165.35,41.668,3.0286,1.3832,0.0015478,0,0.00068575,0,0
71.464,-165.35,41.52,4.1797,1.3149,0.002136,0,0.00094638,0,0
71.456,-165.35,41.24,6.5457,1.6104,0.0033451,0,0.0014821,0,0
71.45,-165.34,41.113,7.3409,2.013,0.0037515,0,0.0016622,0,0
71.445,-165.32,41.3,7.484,2.6381,0.0038247,0,0.0016946,0,0
71.441,-165.3,41.386,5.4398,2.5528,0.00278,0,0.0012317,0,0
71.437,-165.27,41.378,3.9073,2.3287,0.0019968,0,0.00088472,0,0
71.433,-165.25,41.359,8.8706,1.6339,0.0045333,0,0.0020085,0,0
71.429,-165.23,41.442,16.903,1.6116,0.0086381,0,0.0038272,0,0
71.424,-165.21,41.271,5.8741,1.75,0.0030019,0,0.00133,0,0
71.42,-165.19,40.863,2.6388,1.2926,0.0013486,0,0.0005975,0,0
71.415,-165.16,40.782,5.6555,1.4052,0.0028902,0,0.0012806,0,0
71.41,-165.14,41.258,2.5596,1.1918,0.0013081,0,0.00057956,0,0
71.408,-165.12,41.497,3.2593,1.7404,0.0016657,0,0.00073799,0,0
71.406,-165.09,41.519,3.2611,1.1462,0.0016665,0,0.00073838,0,0
71.404,-165.07,41.439,11.096,1.6954,0.0056706,0,0.0025124,0,0
71.401,-165.07,41.27,3.8005,0.98696,0.0019422,0,0.00086053,0,0
71.398,-165.05,41.32,1.3933,2.4829,0.00071201,0,0.00031547,0,0
71.397,-165.02,41.272,2.2995,2.2914,0.0011751,0,0.00052065,0,0
71.395,-165,41.23,10.331,1.5638,0.0052795,0,0.0023392,0,0
71.393,-164.97,41.813,10.374,1.1951,0.0053016,0,0.002349,0,0
71.392,-164.95,42.184,10.535,1.2871,0.0053838,0,0.0023854,0,0
71.39,-164.92,42.437,8.9015,1.3343,0.0045491,0,0.0020155,0,0
71.388,-164.89,42.545,11.36,1.3123,0.0058052,0,0.0025721,0,0
71.386,-164.87,42.798,12.788,1.4357,0.0065354,0,0.0028956,0,0
71.385,-164.84,42.697,9.6561,1.4437,0.0049347,0,0.0021864,0,0
71.383,-164.82,42.318,6.5765,2.0658,0.0033609,0,0.0014891,0,0
71.379,-164.8,42.379,4.6554,1.2096,0.0023791,0,0.0010541,0,0
71.374,-164.77,42.625,2.004,2.4353,0.0010241,0,0.00045375,0,0
71.369,-164.75,42.884,1.3314,2.3512,0.00068041,0,0.00030147,0,0
71.364,-164.73,43.203,1.0283,1.1803,0.00052548,0,0.00023282,0,0
71.358,-164.71,43.38,2.0794,0.95777,0.0010627,0,0.00047084,0,0
71.353,-164.69,43.401,1.74,1.3659,0.0008892,0,0.00039397,0,0
71.349,-164.67,43.457,2.295,1.7208,0.0011728,0,0.00051964,0,0
71.346,-164.65,43.498,3.7576,2.0458,0.0019203,0,0.00085082,0,0
71.345,-164.62,43.609,1.7639,1.7243,0.00019718,3.0386e-05,6.805e-05,0,0
71.345,-164.6,43.965,1.477,0.93593,0.0001651,2.5444e-05,5.698e-05,0,0
71.345,-164.57,44.271,1.6094,4.2511,0.00017991,2.7725e-05,6.2089e-05,0,0
71.345,-164.54,44.436,2.0584,6.7388,0.0002301,3.5461e-05,7.9413e-05,0,0
71.345,-164.52,44.41,2.9456,4.5896,0.00032928,5.0744e-05,0.00011364,0,0
71.344,-164.49,44.367,5.4279,2.9299,0.00060676,9.3505e-05,0.0002094,0,0
71.344,-164.47,44.444,5.3038,3.6014,0.00059289,9.1369e-05,0.00020462,0,0
71.343,-164.44,44.664,6.6325,4.9223,0.00074142,0.00011426,0.00025588,0,0
71.339,-164.42,44.978,9.7822,6.6923,0.0010935,0.00016852,0.00037739,0,0
71.333,-164.41,45.1,12.959,6.8358,0.0014486,0.00022324,0.00049995,0,0
71.49,-166.52,45.169,4.6985,1.4514,0.0033313,0,0.0023926,0,0.0042564
71.492,-166.5,45.059,6.0948,1.7136,0.0043212,0,0.0031036,0,0.0055213
71.493,-166.47,45.014,3.8074,2.3855,0.0026995,0,0.0019388,0,0.0034492
71.493,-166.44,44.953,3.9229,2.3274,0.0027813,0,0.0019976,0,0.0035538
71.494,-166.42,44.948,4.427,1.4381,0.0031388,0,0.0022543,0,0.0040104
71.495,-166.39,44.894,3.9889,1.7391,0.0028281,0,0.0020312,0,0.0036135
71.496,-166.37,44.804,3.1389,2.2706,0.0022255,0,0.0015984,0,0.0028436
71.496,-166.34,44.765,3.3173,2.3746,0.002352,0,0.0016892,0,0.0030051
71.497,-166.31,44.738,5.2155,2.2443,0.0036978,0,0.0026559,0,0.0047248
71.497,-166.29,44.688,7.2481,3.2227,0.0051389,0,0.0036909,0,0.0065661
71.498,-166.26,44.62,10.416,2.6054,0.0073848,0,0.005304,0,0.0094357
71.498,-166.23,44.608,17.755,2.6329,0.0090735,0,0.0040201,0,0
71.498,-166.21,44.526,23.28,2.2379,0.011897,0,0.0052712,0,0
71.499,-166.18,44.389,17.55,2.4858,0.0089689,0,0.0039738,0,0
71.499,-166.16,44.351,14.17,3.49,0.0072413,0,0.0032083,0,0
71.5,-166.14,44.44,13.307,6.4053,0.0068005,0,0.003013,0,0
71.5,-166.12,44.34,9.7365,12.441,0.0049758,0,0.0022046,0,0
71.5,-166.09,44.179,10.503,13.586,0.0053675,0,0.0023781,0,0
71.5,-166.06,44.118,11.39,8.767,0.0058206,0,0.0025789,0,0
71.5,-166.04,44.027,9.2366,8.5729,0.0047203,0,0.0020914,0,0
71.501,-166.01,43.917,8.8721,8.8442,0.004534,0,0.0020089,0,0
71.501,-165.99,43.83,13.719,8.0246,0.0070111,0,0.0031064,0,0
71.501,-165.96,43.797,12.839,5.6197,0.0065612,0,0.002907,0,0
71.501,-165.93,43.68,4.6186,4.6509,0.0023603,0,0.0010458,0,0
71.501,-165.91,43.538,2.5608,1.6353,0.0013087,0,0.00057983,0,0
71.5,-165.88,43.18,2.9982,1.6569,0.0015322,0,0.00067887,0,0
71.498,-165.85,42.831,3.7213,2.2572,0.0019018,0,0.0008426,0,0
71.497,-165.83,42.605,2.2052,3.5287,0.0011269,0,0.00049931,0,0
71.496,-165.8,42.415,3.5463,2.2761,0.0018123,0,0.00080298,0,0
71.495,-165.78,42.258,5.963,1.4317,0.0030473,0,0.0013502,0,0
71.494,-165.75,42.05,7.2362,2.1583,0.003698,0,0.0016385,0,0
71.493,-165.73,41.976,5.8437,2.3039,0.0029864,0,0.0013232,0,0
71.492,-165.7,42.017,9.3032,2.1842,0.0047544,0,0.0021065,0,0
71.492,-165.67,42.16,8.9292,2.11,0.0045632,0,0.0020218,0,0
71.491,-165.65,42.19,10.282,2.7804,0.0052545,0,0.0023281,0,0
71.488,-165.62,42.15,10.885,1.9965,0.0055628,0,0.0024647,0,0
71.483,-165.6,42.344,12.146,1.7947,0.006207,0,0.0027501,0,0
71.478,-165.58,42.078,9.1737,1.8247,0.0046882,0,0.0020772,0,0
71.476,-165.56,41.505,8.0212,1.9448,0.0040992,0,0.0018162,0,0
71.476,-165.53,40.745,6.113,1.8572,0.003124,0,0.0013841,0,0
71.477,-165.5,40.381,12.008,2.2259,0.0061364,0,0.0027188,0,0
71.478,-165.48,40.761,13.302,2.1003,0.0067979,0,0.0030119,0,0
71.481,-165.45,41.514,6.8559,2.4773,0.0035037,0,0.0015523,0,0
71.484,-165.43,42.048,4.0808,3.8509,0.0020854,0,0.00092399,0,0
71.488,-165.41,42.404,2.506,4.6477,0.0012807,0,0.00056742,0,0
71.492,-165.38,42.528,2.4861,5.1686,0.0012705,0,0.00056292,0,0
71.491,-165.36,42.632,3.9241,6.5358,0.0020054,0,0.00088852,0,0
71.488,-165.36,42.535,2.4347,5.495,0.0012442,0,0.00055128,0,0
71.486,-165.36,42.403,1.8613,3.5712,0.0009512,0,0.00042144,0,0
71.488,-165.36,42.531,1.5742,4.0878,0.00080449,0,0.00035644,0,0
71.491,-165.36,42.634,3.1121,3.6388,0.0015904,0,0.00070465,0,0
71.487,-165.36,42.435,1.3374,3.0848,0.00068349,0,0.00030283,0,0
71.483,-165.37,42.119,5.3364,1.7475,0.0027271,0,0.0012083,0,0
71.477,-165.38,41.559,10.048,1.2664,0.0051347,0,0.002275,0,0
71.469,-165.39,41.071,9.0061,1.5294,0.0046025,0,0.0020392,0,0
71.461,-165.39,40.716,9.1194,1.2936,0.0046604,0,0.0020648,0,0
71.454,-165.41,40.8,11.633,1.1671,0.0059449,0,0.002634,0,0
71.449,-165.43,41.059,12.653,1.6503,0.006466,0,0.0028649,0,0
71.443,-165.45,41.322,7.1211,1.0832,0.0036392,0,0.0016124,0,0
71.438,-165.47,41.478,7.7994,1.0435,0.0039858,0,0.001766,0,0
71.433,-165.49,41.599,6.5441,0.6929,0.0033443,0,0.0014817,0,0
71.428,-165.51,41.74,12.927,1.4869,0.0066064,0,0.002927,0,0
71.423,-165.53,41.901,11.395,1.5253,0.0058235,0,0.0025802,0,0
71.421,-165.53,41.968,9.56,1.9088,0.0048856,0,0.0021646,0,0
71.424,-165.51,41.77,6.8513,1.6157,0.0035013,0,0.0015513,0,0
71.428,-165.49,41.61,6.7757,1.7372,0.0034627,0,0.0015342,0,0
71.433,-165.47,41.477,5.0206,2.2427,0.0025657,0,0.0011368,0,0
71.44,-165.45,41.533,4.117,0.95655,0.002104,0,0.0009322,0,0
71.435,-165.47,41.638,5.9527,1.0326,0.0030421,0,0.0013478,0,0
71.43,-165.49,41.782,8.9452,1.3075,0.0045714,0,0.0020254,0,0
71.426,-165.52,41.92,13.456,1.4467,0.0068765,0,0.0030467,0,0
71.422,-165.54,42.037,19.532,0.95613,0.0099815,0,0.0044224,0,0
71.418,-165.56,42.129,18.503,1.8008,0.0094557,0,0.0041895,0,0
71.415,-165.58,42.261,8.92,3.9854,0.0045585,0,0.0020197,0,0
71.415,-165.57,42.109,2.6391,2.7527,0.0013487,0,0.00059755,0,0
71.419,-165.54,41.932,3.971,1.384,0.0020294,0,0.00089914,0,0
71.424,-165.52,41.859,4.0128,1.395,0.0020507,0,0.00090859,0,0
71.428,-165.5,41.733,2.8883,1.0002,0.001476,0,0.00065398,0,0
71.432,-165.48,41.553,2.5514,1.2912,0.0013039,0,0.0005777,0,0
71.437,-165.46,41.468,2.0288,1.1629,0.0010368,0,0.00045938,0,0
71.441,-165.43,41.229,2.0538,0.89848,0.0010496,0,0.00046503,0,0
71.446,-165.41,41.012,3.8714,0.82007,0.0019785,0,0.00087659,0,0
71.451,-165.39,40.924,2.3166,1.0562,0.0011839,0,0.00052454,0,0
71.457,-165.38,41.161,2.1345,1.1039,0.0010908,0,0.0004833,0,0
71.465,-165.38,41.263,2.3829,1.1246,0.0012178,0,0.00053955,0,0
71.473,-165.38,41.578,4.3149,1.4615,0.0022051,0,0.000977,0,0
71.479,-165.37,42.01,6.062,1.2358,0.0030979,0,0.0013726,0,0
71.481,-165.34,42.082,5.9156,1.4137,0.0030231,0,0.0013394,0,0
71.479,-165.32,41.993,6.6175,2.0139,0.0033818,0,0.0014984,0,0
71.474,-165.3,42.098,4.6448,2.5674,0.0023737,0,0.0010517,0,0
71.469,-165.28,42.179,11.136,1.8754,0.0056908,0,0.0025214,0,0
71.464,-165.26,42.277,31.029,1.8375,0.015857,0,0.0070258,0,0
71.464,-165.23,42.415,12.432,2.2574,0.0063534,0,0.002815,0,0
71.467,-165.21,42.32,7.7703,4.544,0.003971,0,0.0017594,0,0
71.469,-165.19,41.824,6.9159,6.3773,0.0035343,0,0.0015659,0,0
71.466,-165.16,41.996,2.2582,7.9904,0.001154,0,0.0005113,0,0
71.461,-165.14,42.293,4.0302,6.4698,0.0020596,0,0.00091254,0,0
71.455,-165.13,42.479,3.8526,6.1385,0.0019689,0,0.00087233,0,0
71.447,-165.11,42.422,4.3691,5.2071,0.0022328,0,0.00098927,0,0
71.44,-165.1,42.175,5.4151,4.0843,0.0027674,0,0.0012261,0,0
71.433,-165.09,42.144,6.0008,2.3567,0.0030667,0,0.0013587,0,0
71.429,-165.07,42.16,3.2193,3.059,0.0016452,0,0.00072893,0,0
71.426,-165.04,42.108,4.7243,4.2439,0.0024143,0,0.0010697,0,0
71.424,-165.02,42.251,6.319,7.0926,0.0032293,0,0.0014308,0,0
71.422,-164.99,42.336,5.2172,3.8704,0.0026662,0,0.0011813,0,0
71.42,-164.97,42.246,11.944,3.5667,0.0061038,0,0.0027044,0,0
71.418,-164.94,42.159,14.095,1.8432,0.007203,0,0.0031914,0,0
71.416,-164.92,42.411,10.797,1.6342,0.0055179,0,0.0024448,0,0
71.414,-164.89,42.49,6.7261,0.9873,0.0034373,0,0.001523,0,0
71.412,-164.86,42.629,6.0812,1.0665,0.0031077,0,0.0013769,0,0
71.41,-164.84,42.824,7.3761,1.4608,0.0037695,0,0.0016701,0,0
71.408,-164.81,42.819,5.9993,1.8739,0.0030659,0,0.0013584,0,0
71.407,-164.79,42.542,3.7219,2.2609,0.0019021,0,0.00084273,0,0
71.405,-164.76,42.57,2.5373,1.8614,0.0012967,0,0.00057451,0,0
71.404,-164.74,42.146,3.1392,1.1984,0.0016043,0,0.00071079,0,0
71.402,-164.71,41.998,6.7817,2.364,0.0034657,0,0.0015355,0,0
71.401,-164.69,42.268,4.6895,2.0223,0.0023966,0,0.0010618,0,0
71.399,-164.66,42.346,2.9145,2.1142,0.0014894,0,0.00065991,0,0
71.398,-164.63,43.125,5.8603,2.9157,0.00065511,0.00010096,0.00022609,0,0
71.396,-164.61,43.444,4.8485,3.4427,0.00054199,8.3524e-05,0.00018705,0,0
71.395,-164.58,43.657,1.7327,2.6773,0.0001937,2.985e-05,6.6848e-05,0,0
71.394,-164.56,43.823,2.6495,2.755,0.00029618,4.5643e-05,0.00010222,0,0
71.392,-164.53,43.897,4.0326,2.8887,0.00045079,6.947e-05,0.00015558,0,0
71.391,-164.51,44.09,5.4167,2.5103,0.00060551,9.3313e-05,0.00020897,0,0
71.389,-164.48,44.151,3.6964,3.0173,0.00041321,6.3678e-05,0.00014261,0,0
71.388,-164.45,44.242,1.9764,4.0699,0.00022093,3.4047e-05,7.6247e-05,0,0
71.387,-164.43,44.481,0.76026,4.0322,8.4987e-05,1.3097e-05,2.9331e-05,0,0
71.386,-164.4,44.703,0.84414,4.4011,9.4364e-05,1.4542e-05,3.2567e-05,0,0
71.384,-164.38,44.801,2.5987,10.477,0.0002905,4.4767e-05,0.00010026,0,0
71.383,-164.35,44.983,3.1419,3.8541,0.00035123,5.4126e-05,0.00012121,0,0
71.381,-164.33,45.215,4.2173,3.543,0.00047144,7.2652e-05,0.0001627,0,0
71.38,-164.3,45.159,2.5998,3.3338,0.00029062,4.4787e-05,0.0001003,0,0
71.378,-164.27,45.12,1.4984,5.3473,0.0001675,2.5813e-05,5.7809e-05,0,0
71.376,-164.25,45.299,1.5522,5.0112,0.00017351,2.6739e-05,5.9882e-05,0,0
71.374,-164.22,45.524,0.76767,6.6475,8.5815e-05,1.3225e-05,2.9616e-05,0,0
71.372,-164.2,45.549,0.85177,4.4515,9.5216e-05,1.4673e-05,3.2861e-05,0,0
71.371,-164.17,45.293,1.8103,6.2246,0.00020237,3.1186e-05,6.984e-05,0,0
71.369,-164.15,44.662,0.90214,3.9083,0.00010085,1.5541e-05,3.4804e-05,0,0
71.368,-164.12,44.516,1.5709,4.3524,0.00017561,2.7062e-05,6.0606e-05,0,0
71.367,-164.09,44.755,1.2802,4.6853,0.00014311,2.2054e-05,4.9389e-05,0,0
71.365,-164.07,45.426,1.9053,5.2682,0.00021299,3.2823e-05,7.3507e-05,0,0
71.364,-164.04,45.543,8.7319,6.1429,0.00097611,0.00015042,0.00033687,0,0
71.363,-164.02,45.728,7.016,7.1748,0.00078429,0.00012086,0.00027067,0,0
71.362,-163.99,45.834,5.0621,8.5823,0.00056587,8.7204e-05,0.00019529,0,0
71.36,-163.97,45.952,3.4733,9.7918,0.00038826,5.9834e-05,0.000134,0,0
71.359,-163.94,46.148,4.5305,6.269,0.00050645,7.8047e-05,0.00017479,0,0
71.357,-163.92,46.176,3.674,5.274,0.00041071,6.3293e-05,0.00014174,0,0
71.355,-163.89,46.085,2.1352,5.4368,0.00023868,3.6782e-05,8.2374e-05,0,0
71.353,-163.86,46.001,1.9252,2.5859,0.00021521,3.3165e-05,7.4272e-05,0,0
71.351,-163.84,45.859,4.6853,2.1765,0.00052376,8.0714e-05,0.00018076,0,0
71.352,-163.82,45.791,4.2302,2.7802,0.00047288,7.2874e-05,0.0001632,0,0
71.358,-163.81,45.613,1.1852,3.472,0.00013249,2.0418e-05,4.5726e-05,0,0
71.366,-163.8,45.646,1.1334,7.0436,0.0001267,1.9525e-05,4.3727e-05,0,0
71.374,-163.8,45.556,0.79533,10.916,8.8907e-05,1.3701e-05,3.0683e-05,0,0
71.382,-163.79,45.215,0.9539,13.07,0.00010663,1.6433e-05,3.6801e-05,0,0
71.39,-163.79,44.839,0.95168,5.7188,0.00010639,1.6395e-05,3.6715e-05,0,0
71.399,-163.78,44.887,1.5547,2.9516,0.00017379,2.6783e-05,5.998e-05,0,0
71.407,-163.77,44.803,0.68254,2.2239,7.6299e-05,1.1758e-05,2.6332e-05,0,0
71.415,-163.77,44.931,0.55157,2.2397,6.1658e-05,9.5018e-06,2.1279e-05,0,0
71.423,-163.76,44.742,0.47278,3.2064,5.285e-05,8.1446e-06,1.824e-05,0,0
71.431,-163.76,44.695,0.66856,3.4529,7.4736e-05,1.1517e-05,2.5793e-05,0,0
71.44,-163.76,44.631,0.36888,3.3972,4.1236e-05,6.3547e-06,1.4231e-05,0,0
71.448,-163.76,44.199,3.697,0.81915,0.00041327,6.3688e-05,0.00014263,0,0
71.456,-163.76,44.128,2.8196,0.75723,0.0003152,4.8574e-05,0.00010878,0,0
71.464,-163.76,43.817,2.6335,0.25446,0.00029439,4.5367e-05,0.0001016,0,0
71.473,-163.76,43.737,0.8234,0.47782,9.2045e-05,1.4185e-05,3.1766e-05,0,0
