,profile_id,latitude,longitude,time,TrackRadius,Year,Depth_max,S_max,S_min,S_surf,S_bot,S_mean,T_min,T_max,T_surf,T_bot,T_mean,MLD,Unnamed: 0,MAST_Station,Station,Gear,Depth.bot,Water.surf,Water.bot,meanSa,meanAcod,meanPol,meanCap
22,os1701l2c092_ctd,71.5,199.4,2017-09-06 20:42:48+00:00,13.390791768982163,2017,40.57735989067449,32.1764,30.8853,30.886654545454544,32.17516666666666,31.322423809523805,0.5861,5.2732,5.264600000000001,0.5921000000000001,3.5577976190476184,0.0,,,,,,,,,7.4769294170158505,1.5908992154482662,0.5297148343243123
23,os1701l2c094_ctd,71.5,200.8,2017-09-07 05:07:22+00:00,13.390791768982163,2017,43.54613904510684,32.0233,29.8313,29.832845454545453,31.935083333333335,30.746544444444453,-1.1048,4.9316,4.785254545454545,-0.7174166666666667,2.7069155555555544,0.0,,,,,,,,,3.1600128216581647,1.0370630835919568,0.15128735595228862
24,os1701l2c095_ctd,71.0,197.6,2017-09-09 14:05:46+00:00,14.720610157653457,2017,39.58888541526793,32.1939,31.2928,31.293409090909094,32.184050000000006,31.562780487804886,0.8713,5.0418,5.04080909090909,0.8781499999999999,3.917019512195122,0.0,,,,,,,,45.55397945429363,4.755595300355842,1.0307393852374407,0.02747757212517945
25,os1701l2c096_ctd,71.0,196.1,2017-09-09 20:16:41+00:00,14.720610157653457,2017,37.60962222297137,32.3227,31.4922,31.492645454545457,32.28491666666667,31.64755641025641,0.3138,5.7302,5.677945454545455,0.3351166666666667,4.643951282051283,0.0,,,,,,,,47.97876052542372,6.446764218018187,1.1210815109947865,0.004591391415349022
26,os1701l2c098_ctd,71.0,194.6,2017-09-10 02:36:05+00:00,14.720610157653457,2017,37.60967825261615,32.6308,31.9215,31.92241818181818,32.44083333333333,32.00797692307692,3.6751,6.0468,6.044627272727274,4.344333333333334,5.756256410256411,0.0,,,,,,,,52.45393822608696,3.859831674841663,1.576399797683929,0.002683233698186857
27,os1701l2c099_ctd,71.0,193.0,2017-09-10 14:03:27+00:00,14.720610157653457,2017,39.58887903988752,32.3734,31.8375,31.837627272727275,32.31348333333333,31.954768292682928,4.2148,6.5919,6.565545454545454,4.4021,6.181212195121952,0.0,,,,,,,,690.7817192959184,5.5591448918792,2.8944808949910215,0.0032198660675792296
28,os1701l2c100_ctd,71.0,191.5,2017-09-10 20:30:12+00:00,14.720610157653457,2017,41.5681248002982,32.6946,32.2621,32.26214545454545,32.649033333333335,32.32036976744186,3.7988,6.2758,6.257209090909091,4.3203,5.986402325581398,0.0,,,,,,,,171.7249074285714,4.2359030596058505,2.3677334900482774,0.002285858205242962
29,os1701l2c102_ctd,70.5,191.5,2017-09-11 01:33:22+00:00,15.060092314601375,2017,35.6313657244946,32.7159,31.9221,31.922318181818184,32.40991666666667,32.08570810810809,3.8505,6.3273,6.326790909090911,5.433433333333333,6.1578459459459465,0.0,,,,,,,,90.21226913777775,4.902982742613335,1.8601160636122367,0.0013958431294024977
30,os1701l2c103_ctd,70.5,193.0,2017-09-11 14:04:35+00:00,15.060092314601375,2017,43.54860080658675,32.3893,31.5408,31.54087272727273,32.36646666666666,31.767131111111116,4.5069,6.8896,6.888063636363637,4.613783333333334,6.447013333333333,0.0,,,,,,,,241.32408068202767,6.687803001083206,2.5372493532290616,0.0019039683310985767
31,os1701l2c104_ctd,70.5,194.5,2017-09-11 20:02:42+00:00,15.092850613888338,2017,37.610702773277445,32.448,31.6381,31.641809090909092,32.3992,31.801228205128208,4.0186,6.4192,6.410509090909091,4.185533333333333,6.001343589743589,0.0,,,,,,,,990.9617294553192,5.027299201480916,2.7849657804320347,0.014627960760173593
32,os1701l2c106_ctd,70.5,196.0,2017-09-12 02:38:34+00:00,15.092850613888338,2017,38.60035809433338,32.4346,31.5737,31.575936363636366,32.225233333333335,31.816952500000006,1.8755,5.7594,5.74419090909091,2.2976666666666667,4.0207375,0.0,,,,,,,,812.2130169473685,2.6162125010310806,1.9404663125883683,0.014997502347969623
33,os1701l2c107_ctd,70.5,197.5,2017-09-12 14:04:20+00:00,15.092850613888338,2017,28.703530799162753,32.1404,32.1395,32.13957272727273,32.140233333333335,32.13989333333334,2.5716,2.5819,2.575918181818182,2.58015,2.5762633333333325,0.0,,,,,,,,109.25860427835052,0.9440879573028241,0.2697207882901527,0.0022700061388708343
34,os1701l2c109_ctd,70.0,195.9,2017-09-12 23:18:47+00:00,15.094494213384946,2017,27.714637411209605,32.1832,32.0628,32.063663636363636,32.158683333333336,32.08768965517241,4.6934,4.9504,4.94550909090909,4.7347166666666665,4.885579310344829,0.0,,,,,,,,252.0889698162162,5.765294458877051,0.2633494877100179,0.03397733948806696
35,os1701l2c110_ctd,70.0,194.4,2017-09-13 14:07:03+00:00,14.433040875416209,2017,35.632406415680556,32.2128,31.016,31.016345454545455,32.20286666666667,31.293670270270272,5.3011,6.932,6.826763636363636,5.304983333333333,6.487167567567567,0.0,,,,,,,,410.45305777510043,9.882996063926537,0.0,0.05834907130197063
36,os1701l2c111_ctd,70.0,193.0,2017-09-13 22:25:35+00:00,14.433040875416209,2017,40.580857412236355,32.3091,31.0726,31.07299090909091,32.30405,31.44187619047619,5.6669,7.2985,7.2873636363636365,5.6695,6.837057142857142,0.0,,,,,,,,416.4872993868613,4.908289383347646,1.2502137946919565,0.1753573722873627
37,os1701l2c113_ctd,70.0,191.5,2017-09-14 04:49:10+00:00,15.059239026827356,2017,38.60148230054,32.4614,31.6301,31.63219090909091,32.4606,32.041199999999996,3.1203,6.509,6.503827272727273,3.135283333333333,4.9803049999999995,0.0,,,,,,,,449.63121000000007,3.3912772476205033,0.9430703138632498,0.1101233334527342
38,os1701l3c114_ctd,69.5,195.8,2017-09-19 16:13:44+00:00,14.77825738515452,2017,22.766555235084333,31.5229,31.4972,31.501254545454547,31.522499999999997,31.512087500000007,5.2526,5.3543,5.2668,5.35325,5.309362500000001,0.0,,,,,,,,83.05532123214286,4.216162846514033,0.6448023288254169,0.09191261266131562
39,os1701l3c116_ctd,69.5,194.4,2017-09-20 04:52:15+00:00,14.77825738515452,2017,30.684761919687496,31.2902,30.9239,30.924090909090907,31.094583333333336,30.966709374999997,6.4787,6.8085,6.805599999999999,6.577283333333334,6.735346874999999,0.0,,,,,,,,341.9099173737374,10.838517206561239,1.664504603146949,0.23537453554985907
40,os1701l3c117_ctd,69.5,192.9,2017-09-20 16:10:31+00:00,14.77825738515452,2017,40.58209073113977,32.2185,30.9392,30.940118181818182,32.13676666666667,31.35486666666667,5.3392,6.6207,6.4216181818181814,5.610849999999999,6.2654476190476185,0.0,,,,,,,,221.531127921659,3.076115112672462,0.9817941282797903,0.0
41,os1701l3c118_ctd,69.5,191.5,2017-09-20 22:25:07+00:00,14.77825738515452,2017,49.4892484242112,32.4216,31.1368,31.13699090909091,32.41678333333334,31.70555490196078,4.4828,7.0048,6.704727272727274,4.491316666666667,5.890519607843139,0.0,,,,,,,,352.5474945097087,1.5779687574702723,0.9034936428942218,0.003651844621030591
42,os1701l3c121_ctd,69.0,191.5,2017-09-21 04:42:20+00:00,15.057480118200662,2017,44.54226460198716,32.6413,31.0271,31.048363636363636,32.62748333333333,31.849800000000005,4.3561,5.9189,5.822854545454546,4.5168333333333335,5.241486956521739,0.0,,,,,,,,241.3421670106383,8.761055949085097,0.5082607426174676,0.015048347023134538
43,os1701l3c122_ctd,69.0,192.9,2017-09-21 16:07:15+00:00,15.057480118200662,2017,41.57306661437432,32.5658,30.7987,30.799681818181817,32.49045,31.55776279069768,4.6449,6.3071,6.175290909090908,4.797916666666667,5.706972093023255,0.0,,,,,,,,438.7016231697127,7.408278464295236,0.0,0.012063170826779214
44,os1701l3c125_ctd,68.5,192.9,2017-09-23 19:01:46+00:00,15.057480118200662,2017,27.717184641188847,31.395,31.3096,31.312200000000004,31.367050000000003,31.333606896551725,5.5893,5.6836,5.679581818181818,5.596283333333333,5.646813793103449,0.0,,,,,,,,451.26474009547735,2.142381121878517,0.8141669547725108,0.005793196722529999
45,os1701l3c126_ctd,68.5,191.5,2017-09-24 03:50:19+00:00,15.057480118200662,2017,41.57437372649377,32.6131,30.9207,30.92129090909091,32.612716666666664,31.571648837209295,4.5741,5.561,5.555681818181818,4.5745000000000005,5.205386046511628,0.0,,,,,,,,167.8456963575419,2.7318624274795518,1.0381869456955095,0.007387208699543387
46,os1701l3c128_ctd,68.0,192.8,2017-09-25 04:16:35+00:00,15.055653260468818,2017,15.839357557638763,32.1757,32.1715,32.17499090909091,32.17361666666667,32.174505882352946,5.09,5.2128,5.204918181818181,5.148583333333334,5.185035294117647,0.0,,,,,,,,337.7561958798587,0.0011726838178610954,0.021303756024363883,0.0
47,os1701l3c130_ctd,67.5,192.8,2017-09-25 17:29:57+00:00,14.994073472098629,2017,42.566910258027136,32.6238,32.3489,32.34902727272728,32.62328333333333,32.43931136363636,3.1191,3.544,3.5433636363636354,3.252966666666667,3.4295863636363646,0.0,,,,,,,,198.37824912734084,0.0160801289933072,0.05465552139880004,0.007159803677776491
48,os1701l3c131_ctd,67.5,194.1,2017-09-25 22:20:31+00:00,14.994073472098629,2017,33.658271816413716,31.3396,31.1891,31.196654545454543,,31.217140909090904,5.0607,5.1959,5.189418181818181,,5.178618181818181,0.0,,,,,,,,94.98946647933886,0.0110111871534496,0.0340345784743121,0.005005085069749272
49,os1701l3c132_ctd,67.5,195.4,2017-09-26 07:03:50+00:00,14.994073472098961,2017,25.739168906989608,32.4336,32.0672,32.06860909090909,32.429816666666675,32.202555555555556,3.2913,5.1597,5.154854545454546,3.2920166666666666,4.471281481481482,0.0,,,,,,,,103.01812139240505,0.033059366657837805,0.10218349694244486,0.015026984844473389
50,os1701l3c133_ctd,67.0,195.3,2017-09-26 16:11:24+00:00,14.131491621809293,2017,23.760125007072727,32.5602,29.1857,29.223081818181814,32.5412,30.74836400000001,4.411,6.1615,5.766845454545455,4.439799999999999,5.531104,0.0,,,,,,,,58.52521588888888,0.0,0.01820590691561994,0.000912134326282865
51,os1701l3c134_ctd,67.0,194.1,2017-09-26 23:05:45+00:00,14.131491621809293,2017,22.77017306025487,32.4009,31.0334,31.037927272727277,32.39436666666666,31.490062499999997,4.1487,5.9147,5.898009090909091,4.159133333333334,5.324683333333334,0.0,,,,,,,,50.175410280991734,0.0,0.038062328116798605,0.0019069610854583904
52,os1701l3c135_ctd,67.0,192.8,2017-09-27 07:21:16+00:00,15.054715055770197,2017,35.639152004000984,32.4732,32.0788,32.07928181818182,32.328116666666666,32.13041621621621,2.607,4.8287,4.819236363636365,3.6418666666666657,4.602805405405407,0.0,,,,,,,,159.76714805363983,0.0,0.23341774325861683,0.011694464712825285
53,os1901l2c042_ctd,72.5,191.5,2019-08-27 15:20:27+00:00,15.410003249407058,2019,49.480821145794295,32.6309,31.0712,31.072309090909084,32.63009999999999,31.96516078431372,-0.4323,7.7012,7.037909090909091,0.5612,2.8295823529411757,0.0,,,,,,,,147.3565857096774,0.541507083285265,0.0,0.0
54,os1901l2c043_ctd,72.5,193.2,2019-08-28 00:19:11+00:00,14.594229741238133,2019,45.522793996565824,32.6308,31.3037,31.33692727272728,32.624966666666666,32.095404255319146,0.6504,8.0828,6.9793272727272715,0.6527666666666666,4.256612765957445,0.0,,,,,,,,140.67446612068966,0.5369393495879142,0.0,0.0
55,os1901l2c044_ctd,72.5,194.81,2019-08-28 15:07:53+00:00,14.594229741238133,2019,42.554223600360366,32.6315,29.7199,30.23839090909091,32.62956666666667,31.846420454545445,0.5476,7.9574,6.578781818181818,0.5487166666666667,4.211190909090909,0.0,,,,,,,,72.07310078333332,0.3135844873872205,0.0,0.0
56,os1901l2c045_ctd,72.5,196.5,2019-08-28 23:06:21+00:00,14.412945611272749,2019,42.55422734520037,32.6047,27.8368,29.205672727272724,32.598166666666664,31.59630227272728,0.459,8.3806,6.348227272727272,0.4597333333333334,3.6803954545454562,0.0,,,,,,,,154.8494016724138,1.1311196185335368,0.01664256007549397,0.0
57,os1901l2c046_ctd,72.5,198.09,2019-08-29 15:00:59+00:00,14.412945611272749,2019,38.59606610322816,32.6335,29.3434,29.760409090909093,32.632666666666665,31.568771794871793,0.1112,7.7736,5.967672727272728,0.11218333333333334,3.802289743589745,0.0,,,,,,,,192.52112215254238,1.3607103161231417,0.001783503121501439,0.0018044198936752178
58,os1901l2c047_ctd,72.5,199.8,2019-08-29 22:03:12+00:00,9.568432815549759,2019,42.55423036836963,32.4778,29.5629,29.573463636363634,32.475766666666665,31.257134090909087,-1.2472,5.9549,4.624490909090909,-0.6490999999999999,1.3460999999999994,0.0,,,,,,,,143.3568644102564,0.9177601304015093,0.0,0.0
59,os1901l2c048_ctd,72.77,200.36,2019-08-30 14:59:25+00:00,4.739647293654342,2019,88.06628605918655,32.4714,29.0615,29.10297272727273,32.469800000000006,31.564533333333333,-1.6637,5.3172,5.119836363636364,-0.8711666666666665,0.377517777777778,0.0,,,,,,,,134.773829,0.7420342950631914,0.007754533849748058,0.0
60,os1901l2c049_ctd,72.9,200.66,2019-08-30 19:59:37+00:00,4.739647293654342,2019,210.70067415116046,34.5496,28.6606,28.83896363636364,34.54938333333333,32.74560469483567,-1.5673,6.2413,4.880663636363637,0.0547,-0.06625352112676024,0.0,,,,,,,,164.43952799999997,0.27350123326194253,0.06613851994868475,0.0
61,os1901l2c050_ctd,73.1,201.06,2019-08-31 01:38:01+00:00,6.981349535935716,2019,300.6490505452971,34.7641,27.6766,27.9331,34.76065,32.959613953488365,-1.3759,7.0997,3.9402090909090917,0.6036666666666667,0.36936810631229267,0.0,,,,,,,,429.77354642857154,0.19231753816177546,0.18796939431107718,0.0
62,os1901l2c051_ctd,72.55,203.12,2019-08-31 15:02:54+00:00,5.951880124842909,2019,299.66941814739977,34.7207,27.0808,27.12681818181818,34.71901666666667,32.57997656765677,-1.4527,8.4483,3.2162636363636357,0.47145,0.21947227722772292,0.0,,,,,,,,559.4128186,3.6376821314631567,0.04049527815378541,0.0
63,os1901l2c052_ctd,72.37,202.85,2019-08-31 19:37:11+00:00,4.32921053002666,2019,199.8303378547237,34.5579,27.1379,27.279336363636368,34.54846666666666,32.31633781094528,-1.3486,7.9915,3.4359545454545457,0.05265,0.8149885572139303,0.0,,,,,,,,716.8789985789474,3.7519403398699094,0.11810481799842619,0.0
64,os1901l2c053_ctd,72.25,202.59,2019-09-01 01:12:41+00:00,4.32921053002666,2019,100.92948097832486,32.4704,28.5771,28.667754545454546,32.46896666666666,31.64518349514563,-1.31,6.7286,4.961072727272728,-1.1840000000000002,0.8692067961165055,0.0,,,,,,,,138.5122397368421,0.4317833786291009,0.04415620753014575,0.0
65,os1901l2c054_ctd,71.0,202.2,2019-09-02 15:13:21+00:00,14.622477717798246,2019,19.795400289478536,31.479,31.4774,31.477981818181817,31.478399999999997,31.478142857142853,7.5102,7.591,7.5396909090909086,7.570049999999999,7.551904761904759,0.0,,,,,,,,74.1721287457627,0.30790925569057925,0.059545611974796096,0.0010126227959779488
66,os1901l2c055_ctd,71.0,200.71,2019-09-02 19:36:00+00:00,14.622477717798246,2019,48.495317891426126,32.2476,30.5601,30.57141818181818,32.242583333333336,31.42870199999999,-0.3365,7.8397,7.754218181818181,0.30378333333333335,3.5400660000000004,0.0,,,,,,,,263.15139035000004,0.9029343075652523,0.27887520344055716,0.00393821999563027
67,os1901l2c056_ctd,71.0,199.21,2019-09-03 15:02:07+00:00,14.720610157653457,2019,41.5681189107308,32.4595,30.1824,30.370072727272724,32.4583,31.455237209302325,-1.2431,7.8847,7.480118181818182,-0.17571666666666666,2.797190697674419,0.0,,,,,,,,353.1090737580645,1.0214066869112624,0.4085676329002988,0.0
68,os1901l2c057_ctd,71.0,197.61,2019-09-03 21:05:12+00:00,14.818742497284795,2019,40.578504082212206,32.4261,30.4517,30.454500000000007,32.4256,31.378030952380964,1.5744,9.0902,9.083554545454547,1.5828999999999998,5.344402380952382,0.0,,,,,,,,611.020031118644,1.309424085844385,0.735391222435447,0.0006411253760033582
69,os1901l2c058_ctd,71.0,196.1,2019-09-04 15:05:32+00:00,14.720610157653457,2019,39.588875638512725,32.2906,30.2311,30.236290909090915,32.2817,31.2492512195122,-0.0262,8.7447,8.697936363636366,1.8761833333333335,4.558121951219512,0.0,,,,,,,,840.5733952033899,1.1915678445546203,1.0418877623949032,0.0017125045404254653
70,os1901l2c059_ctd,71.0,194.6,2019-09-04 20:44:25+00:00,14.720610157653457,2019,36.61997861613614,32.2139,29.6722,29.701136363636362,32.14006666666667,30.889402631578953,4.7175,9.5428,9.489154545454547,6.132016666666668,8.473665789473685,0.0,,,,,,,,338.2339554754098,0.10343993039971858,0.28679105384539055,0.06682117986043629
71,os1901l2c060_ctd,71.0,193.0,2019-09-05 15:01:57+00:00,14.720610157653457,2019,41.56812006967017,32.4153,30.6823,30.683245454545457,32.40385,31.576558139534878,5.3276,9.0941,9.093445454545453,5.3565,7.705095348837209,0.0,,,,,,,,606.5134846166668,0.0,0.7690197273830243,0.0
