,profile_id,latitude,longitude,time,Depth_max,S_max,S_min,S_surf,S_bot,S_mean,T_min,T_max,T_surf,T_bot,T_mean,MLD,Water_surf,Water_bot
109,os1901l3c079_ctd,68.75066,191.503,2019-09-19 23:53:11+00:00,49.4915455386315,32.6824,30.566,30.94385,32.67995,32.23794313725489,2.6081,7.6543,7.4715333333333325,2.618133333333333,4.841588235294117,3.5,6,5.0
110,os1901l3c080_ctd,68.002335,191.46833999999998,2019-09-20 16:58:00+00:00,55.43235060793445,32.9707,32.1138,32.11405,32.97008333333333,32.73709642857143,3.635,6.3379,6.327966666666668,3.6354333333333333,4.4561982142857115,11.0,5,5.0
111,os1901l3c081_ctd,68.00216999999999,192.79134,2019-09-20 22:44:08+00:00,52.46314273844228,32.3827,31.9026,31.9029,32.36241666666667,32.087818518518525,5.6149,8.0311,8.026933333333332,5.710733333333334,7.121805555555555,25.5,6,5.0
112,os1901l3c082_ctd,68.00283,194.207,2019-09-21 17:23:24+00:00,24.748445749129075,30.4862,27.695999999999998,27.69758333333333,30.449466666666666,29.199134615384608,9.3165,10.6406,9.323816666666668,10.2001,10.005526923076925,8.0,6,6.0
113,os1901l3c083_ctd,67.6255,194.99884,2019-09-21 23:57:07+00:00,33.65797182400165,31.4615,29.698,29.78295,31.44878333333333,30.647125714285718,8.5644,10.2526,9.44065,8.598966666666668,9.596265714285714,7.5,6,6.0
114,os1901l3c084_ctd,67.24566999999999,191.50133,2019-09-22 16:58:33+00:00,41.577721776872394,32.3844,28.79,28.794500000000006,32.36478333333333,31.52862325581395,4.2391,8.0243,8.021033333333332,4.304566666666667,5.424418604651162,9.0,6,5.0
115,os1901l3c085_ctd,67.25083000000001,192.794,2019-09-22 21:29:49+00:00,40.587860694564036,31.8774,28.3204,28.32235,31.86518333333333,30.882892857142853,7.29,9.4007,9.395366666666668,7.31785,8.16184761904762,6.0,6,6.0
116,os1901l3c086_ctd,67.25017,194.118,2019-09-23 16:45:50+00:00,31.679023504695373,31.3295,29.5747,29.57701666666667,31.31776666666667,30.669225,8.968,9.5533,9.27245,9.540283333333333,9.30983125,9.0,6,6.0
117,os1901l3c087_ctd,67.25066,195.28767,2019-09-23 21:42:27+00:00,28.709323139559732,31.3532,29.9941,29.99938333333333,31.19308333333333,30.41811666666667,8.5742,9.9187,9.580383333333334,8.97445,9.571083333333336,13.5,6,6.0
118,os1901l3c088_ctd,66.873665,195.00116,2019-09-24 04:37:37+00:00,23.76032234854721,30.0192,29.7265,29.72688333333333,29.9294,29.777880000000003,10.1218,10.2735,10.125516666666668,10.244466666666666,10.167628000000002,24.0,6,6.0
119,os1901l3c089_ctd,66.498,193.97799999999998,2019-09-24 16:28:54+00:00,15.84092222511009,29.2437,29.2429,29.24361666666667,29.24332,29.24349375,9.8508,9.8661,9.861566666666667,9.86364,9.8600375,16.0,6,6.0
120,os1901l3c090_ctd,66.501335,192.7525,2019-09-24 20:18:43+00:00,26.730836524145175,29.5534,27.6054,27.6056,29.141566666666666,28.054210714285713,9.8944,10.7004,9.89735,10.660566666666666,10.166078571428573,16.0,6,6.0
121,os1901l3c091_ctd,66.50667,191.46767,2019-09-26 17:55:17+00:00,48.50891104070611,32.3264,31.232,31.28051666666667,32.3048,31.91195799999999,4.6102,7.3607,7.220016666666666,4.706699999999999,6.400312000000001,18.0,6,5.0
