StationID,Year,ArcticEis_Station,StationNumber,EventStartDate (GMT),Latitude,Longitude,LatitudeStart DD,LongitudeStart DD,BottomDepth (m),Depth (m),PrimarySalinity PSU,PrimaryTemperature deg. C,ChlorophyllA ug/L,BeamTransmisson %,PARIrradiance uE,PrimaryOxygenSat %,SigmaTheta kg/m3,PO4 uM,SiO4 uM,NO3 uM,NO2 uM,NH4 uM
'2013080119501,2013,NB-Z02,195,9/24/2013,61.00,-168.00,60.516,-168.014,29,2,30.701,9.2968,2.008320852,28.5236,,88.86174,23.70882,,,,,
'2013080119501,2013,NB-Z02,195,9/24/2013,61.00,-168.00,60.516,-168.014,29,14,30.7023,9.2968,2.479946747,82.8982,,89.88831,23.71003,,,,,
'2013080119501,2013,NB-Z02,195,9/24/2013,61.00,-168.00,60.516,-168.014,29,15,30.7023,9.2968,2.398652022,82.6872,,90.07363,23.71004,,,,,
'2013080119501,2013,NB-Z02,195,9/24/2013,61.00,-168.00,60.516,-168.014,29,5,30.7018,9.2969,1.543102014,82.5494,,88.42712,23.70948,,,,,
'2013080119501,2013,NB-Z02,195,9/24/2013,61.00,-168.00,60.516,-168.014,29,16,30.7021,9.2969,2.522882343,82.7315,,90.19297,23.70989,,,,,
'2013080119501,2013,NB-Z02,195,9/24/2013,61.00,-168.00,60.516,-168.014,29,1,30.6978,9.297,0,42.9013,,89.32356,23.70627,,,,,
'2013080119501,2013,NB-Z02,195,9/24/2013,61.00,-168.00,60.516,-168.014,29,0,30.7013,9.2971,0,42.9013,,,23.70898,0.621,19.5,0.1,0.01,0.1
'2013080119501,2013,NB-Z02,195,9/24/2013,61.00,-168.00,60.516,-168.014,29,9,30.7023,9.2971,2.715926111,82.9898,,88.87846,23.7099,,,,,
'2013080119501,2013,NB-Z02,195,9/24/2013,61.00,-168.00,60.516,-168.014,29,6,30.7017,9.2972,3.33466467,82.2513,,89.25031,23.70937,,,,,
'2013080119501,2013,NB-Z02,195,9/24/2013,61.00,-168.00,60.516,-168.014,29,8,30.7025,9.2972,1.967132634,83.084,,89.47477,23.71003,,,,,
'2013080119501,2013,NB-Z02,195,9/24/2013,61.00,-168.00,60.516,-168.014,29,7,30.7019,9.2973,2.614827758,82.8386,,89.27916,23.70953,,,,,
'2013080119501,2013,NB-Z02,195,9/24/2013,61.00,-168.00,60.516,-168.014,29,10,30.7018,9.2977,2.692128474,82.9311,,89.05769,23.70943,0.643,19.4,0.1,0.01,0.13
'2013080119501,2013,NB-Z02,195,9/24/2013,61.00,-168.00,60.516,-168.014,29,11,30.7019,9.298,2.920036612,82.76,,89.70753,23.70948,,,,,
'2012080100201,2012,CH-A01.5,2,8/8/2012,66.00,-168.00,66.001,-167.929,23,1,26.0256,10.1866,,,,,19.9266,,,,,
'2012080100201,2012,CH-A01.5,2,8/8/2012,66.00,-168.00,66.001,-167.929,23,2,26.0953,9.9641,,,,,20.0147,,,,,
'2012080100201,2012,CH-A01.5,2,8/8/2012,66.00,-168.00,66.001,-167.929,23,3,26.1122,9.8694,,,,,20.0422,,,,,
'2012080100201,2012,CH-A01.5,2,8/8/2012,66.00,-168.00,66.001,-167.929,23,4,26.1368,9.7297,,,,,20.0823,,,,,
'2012080100201,2012,CH-A01.5,2,8/8/2012,66.00,-168.00,66.001,-167.929,23,5,26.1664,9.5489,,,,,20.132,,,,,
'2012080100201,2012,CH-A01.5,2,8/8/2012,66.00,-168.00,66.001,-167.929,23,6,26.1771,9.5141,,,,,20.1455,,,,,
'2012080100201,2012,CH-A01.5,2,8/8/2012,66.00,-168.00,66.001,-167.929,23,7,26.183,9.4975,,,,,20.1525,,,,,
'2012080100201,2012,CH-A01.5,2,8/8/2012,66.00,-168.00,66.001,-167.929,23,8,26.187,9.4832,,,,,20.1578,,,,,
'2012080100201,2012,CH-A01.5,2,8/8/2012,66.00,-168.00,66.001,-167.929,23,9,26.1913,9.4676,,,,,20.1634,,,,,
'2012080100201,2012,CH-A01.5,2,8/8/2012,66.00,-168.00,66.001,-167.929,23,10,26.1959,9.4537,,,,,20.169,,,,,
'2012080100201,2012,CH-A01.5,2,8/8/2012,66.00,-168.00,66.001,-167.929,23,11,26.3288,9.3724,,,,,20.2844,,,,,
'2012080100201,2012,CH-A01.5,2,8/8/2012,66.00,-168.00,66.001,-167.929,23,12,26.4902,9.2854,,,,,20.4229,,,,,
'2012080100201,2012,CH-A01.5,2,8/8/2012,66.00,-168.00,66.001,-167.929,23,13,26.7508,9.1472,,,,,20.6462,,,,,
'2012080100201,2012,CH-A01.5,2,8/8/2012,66.00,-168.00,66.001,-167.929,23,14,27.0991,8.9222,,,,,20.9503,,,,,
'2012080100201,2012,CH-A01.5,2,8/8/2012,66.00,-168.00,66.001,-167.929,23,15,27.2771,8.8212,,,,,21.1037,,,,,
'2012080100201,2012,CH-A01.5,2,8/8/2012,66.00,-168.00,66.001,-167.929,23,16,27.5125,8.6652,,,,,21.3096,,,,,
'2012080100201,2012,CH-A01.5,2,8/8/2012,66.00,-168.00,66.001,-167.929,23,17,27.7225,8.576,,,,,21.4863,,,,,
'2012080100201,2012,CH-A01.5,2,8/8/2012,66.00,-168.00,66.001,-167.929,23,18,27.9294,8.5949,,,,,21.6455,,,,,
'2012080100201,2012,CH-A01.5,2,8/8/2012,66.00,-168.00,66.001,-167.929,23,19,28.2944,8.4803,,,,,21.9471,,,,,
'2012080100201,2012,CH-A01.5,2,8/8/2012,66.00,-168.00,66.001,-167.929,23,20,28.7958,8.335,,,,,22.3598,,,,,
'2012080100501,2012,CH-B03.5,5,8/8/2012,66.00,-167.00,65.549,-166.62,22,1,26.7987,10.1124,,,,,20.5396,,,,,
'2012080100501,2012,CH-B03.5,5,8/8/2012,66.00,-167.00,65.549,-166.62,22,2,26.8508,10.0391,,,,,20.5915,,,,,
'2012080100501,2012,CH-B03.5,5,8/8/2012,66.00,-167.00,65.549,-166.62,22,3,26.9783,9.91,,,,,20.7106,,,,,
'2012080100501,2012,CH-B03.5,5,8/8/2012,66.00,-167.00,65.549,-166.62,22,4,27.1021,9.8027,,,,,20.8233,,,,,
'2012080100501,2012,CH-B03.5,5,8/8/2012,66.00,-167.00,65.549,-166.62,22,5,27.2464,9.8434,,,,,20.9295,,,,,
'2012080100501,2012,CH-B03.5,5,8/8/2012,66.00,-167.00,65.549,-166.62,22,6,27.608,9.6857,,,,,21.2353,,,,,
'2012080100501,2012,CH-B03.5,5,8/8/2012,66.00,-167.00,65.549,-166.62,22,7,27.9297,9.5018,,,,,21.5139,,,,,
'2012080100501,2012,CH-B03.5,5,8/8/2012,66.00,-167.00,65.549,-166.62,22,8,28.0794,9.3372,,,,,21.6553,,,,,
'2012080100501,2012,CH-B03.5,5,8/8/2012,66.00,-167.00,65.549,-166.62,22,9,28.2325,9.26,,,,,21.7863,,,,,
'2012080100501,2012,CH-B03.5,5,8/8/2012,66.00,-167.00,65.549,-166.62,22,10,28.4939,9.3038,,,,,21.9838,,,,,
'2012080100501,2012,CH-B03.5,5,8/8/2012,66.00,-167.00,65.549,-166.62,22,11,28.6247,9.1872,,,,,22.1033,,,,,
'2012080100501,2012,CH-B03.5,5,8/8/2012,66.00,-167.00,65.549,-166.62,22,12,28.6942,9.0375,,,,,22.1797,,,,,
'2012080100501,2012,CH-B03.5,5,8/8/2012,66.00,-167.00,65.549,-166.62,22,13,28.7868,9.258,,,,,22.2193,,,,,
'2012080100501,2012,CH-B03.5,5,8/8/2012,66.00,-167.00,65.549,-166.62,22,14,28.824,9.3889,,,,,22.2287,,,,,
'2012080100501,2012,CH-B03.5,5,8/8/2012,66.00,-167.00,65.549,-166.62,22,15,28.8594,9.49,,,,,22.241,,,,,
'2012080100501,2012,CH-B03.5,5,8/8/2012,66.00,-167.00,65.549,-166.62,22,16,28.9103,9.5303,,,,,22.2746,,,,,
'2012080100501,2012,CH-B03.5,5,8/8/2012,66.00,-167.00,65.549,-166.62,22,17,28.938,9.4886,,,,,22.3025,,,,,
'2012080100501,2012,CH-B03.5,5,8/8/2012,66.00,-167.00,65.549,-166.62,22,18,28.9573,9.403,,,,,22.3307,,,,,
'2012080100501,2012,CH-B03.5,5,8/8/2012,66.00,-167.00,65.549,-166.62,22,19,29.0397,9.0391,,,,,22.4493,,,,,
'2012080100801,2012,CH-B01.5,8,8/9/2012,67.00,-168.00,66.501,-167.886,25,1,27.4269,9.2892,,,,,21.1532,,,,,
'2012080100801,2012,CH-B01.5,8,8/9/2012,67.00,-168.00,66.501,-167.886,25,2,27.4286,9.2877,,,,,21.1547,,,,,
'2012080100801,2012,CH-B01.5,8,8/9/2012,67.00,-168.00,66.501,-167.886,25,3,27.428,9.2884,,,,,21.1542,,,,,
'2012080100801,2012,CH-B01.5,8,8/9/2012,67.00,-168.00,66.501,-167.886,25,4,27.4321,9.2844,,,,,21.158,,,,,
'2012080100801,2012,CH-B01.5,8,8/9/2012,67.00,-168.00,66.501,-167.886,25,5,27.4274,9.2898,,,,,21.1535,,,,,
'2012080100801,2012,CH-B01.5,8,8/9/2012,67.00,-168.00,66.501,-167.886,25,6,27.4344,9.2832,,,,,21.1599,,,,,
'2012080100801,2012,CH-B01.5,8,8/9/2012,67.00,-168.00,66.501,-167.886,25,7,27.4535,9.2669,,,,,21.1772,,,,,
'2012080100801,2012,CH-B01.5,8,8/9/2012,67.00,-168.00,66.501,-167.886,25,8,27.4567,9.2653,,,,,21.18,,,,,
'2012080100801,2012,CH-B01.5,8,8/9/2012,67.00,-168.00,66.501,-167.886,25,9,27.4645,9.2593,,,,,21.1869,,,,,
'2012080100801,2012,CH-B01.5,8,8/9/2012,67.00,-168.00,66.501,-167.886,25,10,27.6248,9.144,,,,,21.3289,,,,,
'2012080100801,2012,CH-B01.5,8,8/9/2012,67.00,-168.00,66.501,-167.886,25,11,28.2357,8.7331,,,,,21.8655,,,,,
'2012080100801,2012,CH-B01.5,8,8/9/2012,67.00,-168.00,66.501,-167.886,25,12,28.4488,8.6018,,,,,22.0507,,,,,
'2012080100801,2012,CH-B01.5,8,8/9/2012,67.00,-168.00,66.501,-167.886,25,13,28.5679,8.5446,,,,,22.152,,,,,
'2012080100801,2012,CH-B01.5,8,8/9/2012,67.00,-168.00,66.501,-167.886,25,14,28.5931,8.5338,,,,,22.1733,,,,,
'2012080100801,2012,CH-B01.5,8,8/9/2012,67.00,-168.00,66.501,-167.886,25,15,28.6013,8.5297,,,,,22.1803,,,,,
'2012080100801,2012,CH-B01.5,8,8/9/2012,67.00,-168.00,66.501,-167.886,25,16,28.6066,8.5276,,,,,22.1847,,,,,
'2012080100801,2012,CH-B01.5,8,8/9/2012,67.00,-168.00,66.501,-167.886,25,17,28.6157,8.5238,,,,,22.1923,,,,,
'2012080100801,2012,CH-B01.5,8,8/9/2012,67.00,-168.00,66.501,-167.886,25,18,28.6607,8.504,,,,,22.2303,,,,,
'2012080100801,2012,CH-B01.5,8,8/9/2012,67.00,-168.00,66.501,-167.886,25,19,28.7137,8.4736,,,,,22.2761,,,,,
'2012080100801,2012,CH-B01.5,8,8/9/2012,67.00,-168.00,66.501,-167.886,25,20,28.8366,8.4091,,,,,22.3813,,,,,
'2012080100801,2012,CH-B01.5,8,8/9/2012,67.00,-168.00,66.501,-167.886,25,21,29.6187,8.1139,,,,,23.0352,,,,,
'2012080101101,2012,CH-C01.5,11,8/9/2012,67.00,-168.00,67,-167.863,35,1,31.4072,6.6507,,,,,24.6347,,,,,
'2012080101101,2012,CH-C01.5,11,8/9/2012,67.00,-168.00,67,-167.863,35,2,31.4485,6.649,,,,,24.6675,,,,,
'2012080101101,2012,CH-C01.5,11,8/9/2012,67.00,-168.00,67,-167.863,35,3,31.4539,6.6441,,,,,24.6724,,,,,
'2012080101101,2012,CH-C01.5,11,8/9/2012,67.00,-168.00,67,-167.863,35,4,31.4535,6.6458,,,,,24.6718,,,,,
'2012080101101,2012,CH-C01.5,11,8/9/2012,67.00,-168.00,67,-167.863,35,5,31.4534,6.6473,,,,,24.6715,,,,,
'2012080101101,2012,CH-C01.5,11,8/9/2012,67.00,-168.00,67,-167.863,35,6,31.4536,6.6484,,,,,24.6716,,,,,
'2012080101101,2012,CH-C01.5,11,8/9/2012,67.00,-168.00,67,-167.863,35,7,31.4541,6.6473,,,,,24.6721,,,,,
'2012080101101,2012,CH-C01.5,11,8/9/2012,67.00,-168.00,67,-167.863,35,8,31.4556,6.6406,,,,,24.6741,,,,,
'2012080101101,2012,CH-C01.5,11,8/9/2012,67.00,-168.00,67,-167.863,35,9,31.4583,6.6319,,,,,24.6773,,,,,
'2012080101101,2012,CH-C01.5,11,8/9/2012,67.00,-168.00,67,-167.863,35,10,31.4585,6.6314,,,,,24.6776,,,,,
'2012080101101,2012,CH-C01.5,11,8/9/2012,67.00,-168.00,67,-167.863,35,11,31.4603,6.6263,,,,,24.6797,,,,,
'2012080101101,2012,CH-C01.5,11,8/9/2012,67.00,-168.00,67,-167.863,35,12,31.4613,6.6235,,,,,24.6808,,,,,
'2012080101101,2012,CH-C01.5,11,8/9/2012,67.00,-168.00,67,-167.863,35,13,31.4692,6.6013,,,,,24.6898,,,,,
'2012080101101,2012,CH-C01.5,11,8/9/2012,67.00,-168.00,67,-167.863,35,14,31.4853,6.5523,,,,,24.7086,,,,,
'2012080101101,2012,CH-C01.5,11,8/9/2012,67.00,-168.00,67,-167.863,35,15,31.4961,6.5228,,,,,24.7209,,,,,
'2012080101101,2012,CH-C01.5,11,8/9/2012,67.00,-168.00,67,-167.863,35,16,31.5446,6.2815,,,,,24.789,,,,,
'2012080101101,2012,CH-C01.5,11,8/9/2012,67.00,-168.00,67,-167.863,35,17,31.5902,5.957,,,,,24.8643,,,,,
'2012080101101,2012,CH-C01.5,11,8/9/2012,67.00,-168.00,67,-167.863,35,18,31.6005,5.8442,,,,,24.8857,,,,,
'2012080101101,2012,CH-C01.5,11,8/9/2012,67.00,-168.00,67,-167.863,35,19,31.6118,5.7571,,,,,24.9049,,,,,
'2012080101101,2012,CH-C01.5,11,8/9/2012,67.00,-168.00,67,-167.863,35,20,31.6346,5.5906,,,,,24.9422,,,,,
'2012080101101,2012,CH-C01.5,11,8/9/2012,67.00,-168.00,67,-167.863,35,21,31.6595,5.4656,,,,,24.9762,,,,,
'2012080101101,2012,CH-C01.5,11,8/9/2012,67.00,-168.00,67,-167.863,35,22,31.6849,5.3312,,,,,25.0115,,,,,
'2012080101101,2012,CH-C01.5,11,8/9/2012,67.00,-168.00,67,-167.863,35,23,31.6949,5.2804,,,,,25.0251,,,,,
'2012080101101,2012,CH-C01.5,11,8/9/2012,67.00,-168.00,67,-167.863,35,24,31.708,5.2129,,,,,25.0429,,,,,
'2012080101101,2012,CH-C01.5,11,8/9/2012,67.00,-168.00,67,-167.863,35,25,31.7179,5.1708,,,,,25.0554,,,,,
'2012080101101,2012,CH-C01.5,11,8/9/2012,67.00,-168.00,67,-167.863,35,26,31.7451,5.0353,,,,,25.0918,,,,,
'2012080101101,2012,CH-C01.5,11,8/9/2012,67.00,-168.00,67,-167.863,35,27,31.7512,5.0136,,,,,25.099,,,,,
'2012080101101,2012,CH-C01.5,11,8/9/2012,67.00,-168.00,67,-167.863,35,28,31.7546,4.9864,,,,,25.1045,,,,,
'2012080101101,2012,CH-C01.5,11,8/9/2012,67.00,-168.00,67,-167.863,35,29,31.7594,4.9654,,,,,25.1106,,,,,
'2012080101101,2012,CH-C01.5,11,8/9/2012,67.00,-168.00,67,-167.863,35,30,31.7608,4.9361,,,,,25.1149,,,,,
'2012080101401,2012,CH-C02.5,14,8/10/2012,67.00,-167.00,67.001,-166.5,37,1,28.7455,9.1547,,,,,22.2025,,,,,
'2012080101401,2012,CH-C02.5,14,8/10/2012,67.00,-167.00,67.001,-166.5,37,2,28.7532,9.1535,,,,,22.2086,,,,,
'2012080101401,2012,CH-C02.5,14,8/10/2012,67.00,-167.00,67.001,-166.5,37,3,28.7525,9.1562,,,,,22.2077,,,,,
'2012080101401,2012,CH-C02.5,14,8/10/2012,67.00,-167.00,67.001,-166.5,37,4,28.7527,9.156,,,,,22.2079,,,,,
'2012080101401,2012,CH-C02.5,14,8/10/2012,67.00,-167.00,67.001,-166.5,37,5,28.7534,9.153,,,,,22.2089,,,,,
'2012080101401,2012,CH-C02.5,14,8/10/2012,67.00,-167.00,67.001,-166.5,37,6,28.7532,9.1531,,,,,22.2087,,,,,
'2012080101401,2012,CH-C02.5,14,8/10/2012,67.00,-167.00,67.001,-166.5,37,7,28.7532,9.156,,,,,22.2083,,,,,
'2012080101401,2012,CH-C02.5,14,8/10/2012,67.00,-167.00,67.001,-166.5,37,8,28.7586,9.1485,,,,,22.2136,,,,,
'2012080101401,2012,CH-C02.5,14,8/10/2012,67.00,-167.00,67.001,-166.5,37,9,28.8477,9.0224,,,,,22.3018,,,,,
'2012080101401,2012,CH-C02.5,14,8/10/2012,67.00,-167.00,67.001,-166.5,37,10,28.9292,8.8778,,,,,22.3867,,,,,
'2012080101401,2012,CH-C02.5,14,8/10/2012,67.00,-167.00,67.001,-166.5,37,11,28.9345,8.8195,,,,,22.3994,,,,,
'2012080101401,2012,CH-C02.5,14,8/10/2012,67.00,-167.00,67.001,-166.5,37,12,28.9369,8.7864,,,,,22.406,,,,,
'2012080101401,2012,CH-C02.5,14,8/10/2012,67.00,-167.00,67.001,-166.5,37,13,28.9446,8.733,,,,,22.4198,,,,,
'2012080101401,2012,CH-C02.5,14,8/10/2012,67.00,-167.00,67.001,-166.5,37,14,29.1445,8.5453,,,,,22.6031,,,,,
'2012080101401,2012,CH-C02.5,14,8/10/2012,67.00,-167.00,67.001,-166.5,37,15,29.3445,8.4012,,,,,22.7801,,,,,
'2012080101401,2012,CH-C02.5,14,8/10/2012,67.00,-167.00,67.001,-166.5,37,16,29.3987,8.3796,,,,,22.8256,,,,,
'2012080101401,2012,CH-C02.5,14,8/10/2012,67.00,-167.00,67.001,-166.5,37,17,29.4861,8.3248,,,,,22.9018,,,,,
'2012080101401,2012,CH-C02.5,14,8/10/2012,67.00,-167.00,67.001,-166.5,37,18,29.6211,8.2551,,,,,23.0173,,,,,
'2012080101401,2012,CH-C02.5,14,8/10/2012,67.00,-167.00,67.001,-166.5,37,19,29.712,8.1804,,,,,23.099,,,,,
'2012080101401,2012,CH-C02.5,14,8/10/2012,67.00,-167.00,67.001,-166.5,37,20,29.7959,8.1248,,,,,23.1725,,,,,
'2012080101401,2012,CH-C02.5,14,8/10/2012,67.00,-167.00,67.001,-166.5,37,21,29.8617,8.0676,,,,,23.232,,,,,
'2012080101401,2012,CH-C02.5,14,8/10/2012,67.00,-167.00,67.001,-166.5,37,22,29.9201,8.0042,,,,,23.2866,,,,,
'2012080101401,2012,CH-C02.5,14,8/10/2012,67.00,-167.00,67.001,-166.5,37,23,30.0299,7.8732,,,,,23.3908,,,,,
'2012080101401,2012,CH-C02.5,14,8/10/2012,67.00,-167.00,67.001,-166.5,37,24,30.0848,7.792,,,,,23.4449,,,,,
'2012080101401,2012,CH-C02.5,14,8/10/2012,67.00,-167.00,67.001,-166.5,37,25,30.1136,7.7577,,,,,23.4722,,,,,
'2012080101401,2012,CH-C02.5,14,8/10/2012,67.00,-167.00,67.001,-166.5,37,26,30.1811,7.6906,,,,,23.5343,,,,,
'2012080101401,2012,CH-C02.5,14,8/10/2012,67.00,-167.00,67.001,-166.5,37,27,30.2124,7.6607,,,,,23.5629,,,,,
'2012080101401,2012,CH-C02.5,14,8/10/2012,67.00,-167.00,67.001,-166.5,37,28,30.2807,7.584,,,,,23.6269,,,,,
'2012080101401,2012,CH-C02.5,14,8/10/2012,67.00,-167.00,67.001,-166.5,37,29,30.5117,7.2899,,,,,23.8474,,,,,
'2012080101401,2012,CH-C02.5,14,8/10/2012,67.00,-167.00,67.001,-166.5,37,30,30.8344,6.8019,,,,,24.1641,,,,,
'2012080101401,2012,CH-C02.5,14,8/10/2012,67.00,-167.00,67.001,-166.5,37,31,31.1298,6.3747,,,,,24.4505,,,,,
'2012080101401,2012,CH-C02.5,14,8/10/2012,67.00,-167.00,67.001,-166.5,37,32,31.1648,6.3293,,,,,24.4837,,,,,
'2012080101401,2012,CH-C02.5,14,8/10/2012,67.00,-167.00,67.001,-166.5,37,33,31.167,6.3234,,,,,24.4862,,,,,
'2012080101601,2012,CH-C03.5,16,8/10/2012,67.00,-165.00,67.001,-165.291,27,1,29.4633,9.3583,,,,,22.7324,,,,,
'2012080101601,2012,CH-C03.5,16,8/10/2012,67.00,-165.00,67.001,-165.291,27,2,29.4651,9.3627,,,,,22.7331,,,,,
'2012080101601,2012,CH-C03.5,16,8/10/2012,67.00,-165.00,67.001,-165.291,27,3,29.465,9.3612,,,,,22.7333,,,,,
'2012080101601,2012,CH-C03.5,16,8/10/2012,67.00,-165.00,67.001,-165.291,27,4,29.4669,9.3634,,,,,22.7344,,,,,
'2012080101601,2012,CH-C03.5,16,8/10/2012,67.00,-165.00,67.001,-165.291,27,5,29.4721,9.359,,,,,22.7391,,,,,
'2012080101601,2012,CH-C03.5,16,8/10/2012,67.00,-165.00,67.001,-165.291,27,6,29.4764,9.3549,,,,,22.7431,,,,,
'2012080101601,2012,CH-C03.5,16,8/10/2012,67.00,-165.00,67.001,-165.291,27,7,29.4804,9.3519,,,,,22.7467,,,,,
'2012080101601,2012,CH-C03.5,16,8/10/2012,67.00,-165.00,67.001,-165.291,27,8,29.4874,9.3484,,,,,22.7527,,,,,
'2012080101601,2012,CH-C03.5,16,8/10/2012,67.00,-165.00,67.001,-165.291,27,9,29.4971,9.3162,,,,,22.7652,,,,,
'2012080101601,2012,CH-C03.5,16,8/10/2012,67.00,-165.00,67.001,-165.291,27,10,29.5025,9.2883,,,,,22.7736,,,,,
'2012080101601,2012,CH-C03.5,16,8/10/2012,67.00,-165.00,67.001,-165.291,27,11,29.5126,9.2149,,,,,22.7926,,,,,
'2012080101601,2012,CH-C03.5,16,8/10/2012,67.00,-165.00,67.001,-165.291,27,12,29.5487,9.042,,,,,22.8467,,,,,
'2012080101601,2012,CH-C03.5,16,8/10/2012,67.00,-165.00,67.001,-165.291,27,13,29.6717,8.8133,,,,,22.9767,,,,,
'2012080101601,2012,CH-C03.5,16,8/10/2012,67.00,-165.00,67.001,-165.291,27,14,29.8273,8.6062,,,,,23.1287,,,,,
'2012080101601,2012,CH-C03.5,16,8/10/2012,67.00,-165.00,67.001,-165.291,27,15,29.8738,8.5561,,,,,23.1722,,,,,
'2012080101601,2012,CH-C03.5,16,8/10/2012,67.00,-165.00,67.001,-165.291,27,16,29.9266,8.4612,,,,,23.2273,,,,,
'2012080101601,2012,CH-C03.5,16,8/10/2012,67.00,-165.00,67.001,-165.291,27,17,30.0833,8.2125,,,,,23.3854,,,,,
'2012080101601,2012,CH-C03.5,16,8/10/2012,67.00,-165.00,67.001,-165.291,27,18,30.2059,8.095,,,,,23.498,,,,,
'2012080101601,2012,CH-C03.5,16,8/10/2012,67.00,-165.00,67.001,-165.291,27,19,30.4535,7.907,,,,,23.7184,,,,,
'2012080101601,2012,CH-C03.5,16,8/10/2012,67.00,-165.00,67.001,-165.291,27,20,30.525,7.8499,,,,,23.7824,,,,,
'2012080101601,2012,CH-C03.5,16,8/10/2012,67.00,-165.00,67.001,-165.291,27,21,30.5321,7.8435,,,,,23.7888,,,,,
'2012080102201,2012,CH-D02.5,22,8/11/2012,67.00,-166.00,67.498,-166.372,45,1,31.7227,6.3577,,,,,24.92,,,,,
'2012080102201,2012,CH-D02.5,22,8/11/2012,67.00,-166.00,67.498,-166.372,45,2,31.775,5.9779,,,,,25.0076,,,,,
'2012080102201,2012,CH-D02.5,22,8/11/2012,67.00,-166.00,67.498,-166.372,45,3,31.82,5.7017,,,,,25.0759,,,,,
'2012080102201,2012,CH-D02.5,22,8/11/2012,67.00,-166.00,67.498,-166.372,45,4,31.836,5.6435,,,,,25.0954,,,,,
'2012080102201,2012,CH-D02.5,22,8/11/2012,67.00,-166.00,67.498,-166.372,45,5,31.8498,5.555,,,,,25.1165,,,,,
'2012080102201,2012,CH-D02.5,22,8/11/2012,67.00,-166.00,67.498,-166.372,45,6,31.8581,5.4415,,,,,25.136,,,,,
'2012080102201,2012,CH-D02.5,22,8/11/2012,67.00,-166.00,67.498,-166.372,45,7,31.868,5.3308,,,,,25.1564,,,,,
'2012080102201,2012,CH-D02.5,22,8/11/2012,67.00,-166.00,67.498,-166.372,45,8,31.8905,5.1787,,,,,25.1911,,,,,
'2012080102201,2012,CH-D02.5,22,8/11/2012,67.00,-166.00,67.498,-166.372,45,9,31.9159,5.1496,,,,,25.2145,,,,,
'2012080102201,2012,CH-D02.5,22,8/11/2012,67.00,-166.00,67.498,-166.372,45,10,31.9304,5.1131,,,,,25.23,,,,,
'2012080102201,2012,CH-D02.5,22,8/11/2012,67.00,-166.00,67.498,-166.372,45,11,31.941,5.0922,,,,,25.2407,,,,,
'2012080102201,2012,CH-D02.5,22,8/11/2012,67.00,-166.00,67.498,-166.372,45,12,31.9456,5.0879,,,,,25.2448,,,,,
'2012080102201,2012,CH-D02.5,22,8/11/2012,67.00,-166.00,67.498,-166.372,45,13,31.9557,5.046,,,,,25.2574,,,,,
'2012080102201,2012,CH-D02.5,22,8/11/2012,67.00,-166.00,67.498,-166.372,45,14,31.9678,4.8809,,,,,25.2849,,,,,
'2012080102201,2012,CH-D02.5,22,8/11/2012,67.00,-166.00,67.498,-166.372,45,15,31.9818,4.7799,,,,,25.3067,,,,,
'2012080102201,2012,CH-D02.5,22,8/11/2012,67.00,-166.00,67.498,-166.372,45,16,31.9972,4.7861,,,,,25.3183,,,,,
'2012080102201,2012,CH-D02.5,22,8/11/2012,67.00,-166.00,67.498,-166.372,45,17,32.0116,4.6548,,,,,25.3435,,,,,
'2012080102201,2012,CH-D02.5,22,8/11/2012,67.00,-166.00,67.498,-166.372,45,18,32.0336,4.3851,,,,,25.3888,,,,,
'2012080102201,2012,CH-D02.5,22,8/11/2012,67.00,-166.00,67.498,-166.372,45,19,32.084,4.0306,,,,,25.464,,,,,
'2012080102201,2012,CH-D02.5,22,8/11/2012,67.00,-166.00,67.498,-166.372,45,20,32.0987,3.601,,,,,25.5166,,,,,
'2012080102201,2012,CH-D02.5,22,8/11/2012,67.00,-166.00,67.498,-166.372,45,21,32.1079,3.5692,,,,,25.5268,,,,,
'2012080102201,2012,CH-D02.5,22,8/11/2012,67.00,-166.00,67.498,-166.372,45,22,32.1918,3.2721,,,,,25.6202,,,,,
'2012080102201,2012,CH-D02.5,22,8/11/2012,67.00,-166.00,67.498,-166.372,45,23,32.2447,2.6727,,,,,25.7132,,,,,
'2012080102201,2012,CH-D02.5,22,8/11/2012,67.00,-166.00,67.498,-166.372,45,24,32.2788,2.5463,,,,,25.7506,,,,,
'2012080102201,2012,CH-D02.5,22,8/11/2012,67.00,-166.00,67.498,-166.372,45,25,32.332,2.3995,,,,,25.8046,,,,,
'2012080102201,2012,CH-D02.5,22,8/11/2012,67.00,-166.00,67.498,-166.372,45,26,32.347,2.2668,,,,,25.8267,,,,,
'2012080102201,2012,CH-D02.5,22,8/11/2012,67.00,-166.00,67.498,-166.372,45,27,32.3494,2.1139,,,,,25.8401,,,,,
'2012080102201,2012,CH-D02.5,22,8/11/2012,67.00,-166.00,67.498,-166.372,45,28,32.3548,2.0908,,,,,25.8462,,,,,
'2012080102201,2012,CH-D02.5,22,8/11/2012,67.00,-166.00,67.498,-166.372,45,29,32.3594,2.0418,,,,,25.8535,,,,,
'2012080102201,2012,CH-D02.5,22,8/11/2012,67.00,-166.00,67.498,-166.372,45,30,32.3623,2.0261,,,,,25.8569,,,,,
'2012080102201,2012,CH-D02.5,22,8/11/2012,67.00,-166.00,67.498,-166.372,45,31,32.3713,2.0233,,,,,25.8643,,,,,
