time,pressure,latitude,longitude,S_42,S_41,T_28,T2_35,profile_id
UTC,dbar,degrees_north,degrees_east,PSU,PSU,C,C,
2019-08-09T15:34:25Z,18.0,64.85,191.60483,32.6743,32.6743,4.9889,4.99,os1901l1c006_ctd
2019-08-09T15:34:25Z,19.0,64.85,191.60483,32.6858,32.6884,5.002,4.9993,os1901l1c006_ctd
2019-08-09T15:34:25Z,20.0,64.85,191.60483,32.6868,32.6889,4.9968,4.9952,os1901l1c006_ctd
2019-08-09T15:34:25Z,21.0,64.85,191.60483,32.6875,32.6895,4.9946,4.9957,os1901l1c006_ctd
2019-08-09T15:34:25Z,22.0,64.85,191.60483,32.687,32.6887,4.9894,4.9829,os1901l1c006_ctd
2019-08-09T15:34:25Z,23.0,64.85,191.60483,32.6864,32.688,4.9683,4.9688,os1901l1c006_ctd
2019-08-09T15:34:25Z,24.0,64.85,191.60483,32.6835,32.6868,4.9558,4.9586,os1901l1c006_ctd
2019-08-09T15:34:25Z,25.0,64.85,191.60483,32.6838,32.6859,4.9393,4.9402,os1901l1c006_ctd
2019-08-09T15:34:25Z,26.0,64.85,191.60483,32.6832,32.6852,4.9362,4.9352,os1901l1c006_ctd
2019-08-09T15:34:25Z,27.0,64.85,191.60483,32.6823,32.6843,4.9242,4.9324,os1901l1c006_ctd
2019-08-09T15:34:25Z,28.0,64.85,191.60483,32.6828,32.6841,4.9228,4.9218,os1901l1c006_ctd
2019-08-09T15:34:25Z,29.0,64.85,191.60483,32.681,32.6835,4.9222,4.9142,os1901l1c006_ctd
2019-08-09T15:34:25Z,30.0,64.85,191.60483,32.6785,32.6831,4.9076,4.9013,os1901l1c006_ctd
2019-08-09T15:34:25Z,31.0,64.85,191.60483,32.6777,32.6792,4.8738,4.8673,os1901l1c006_ctd
2019-08-09T15:34:25Z,32.0,64.85,191.60483,32.6776,32.6792,4.87,4.8696,os1901l1c006_ctd
2019-08-09T15:34:25Z,33.0,64.85,191.60483,32.6775,32.6793,4.8717,4.8717,os1901l1c006_ctd
2019-08-09T15:34:25Z,34.0,64.85,191.60483,32.6774,32.6791,4.872,4.8716,os1901l1c006_ctd
2019-08-09T15:34:25Z,35.0,64.85,191.60483,32.677,32.6791,4.872,4.8695,os1901l1c006_ctd
2019-08-09T15:34:25Z,36.0,64.85,191.60483,32.6758,32.6773,4.8518,4.8565,os1901l1c006_ctd
2019-08-09T15:34:25Z,37.0,64.85,191.60483,32.6748,32.6754,4.7863,4.7972,os1901l1c006_ctd
2019-08-09T15:34:25Z,38.0,64.85,191.60483,32.6704,32.6736,4.7457,4.7534,os1901l1c006_ctd
2019-08-09T15:34:25Z,39.0,64.85,191.60483,32.671,32.6715,4.6986,4.7027,os1901l1c006_ctd
2019-08-09T15:34:25Z,40.0,64.85,191.60483,32.666,32.6692,4.6904,4.6816,os1901l1c006_ctd
2019-08-10T14:06:43Z,0.0,67.5385,195.11366,29.8026,29.8079,11.4603,11.4564,os1901l1c007_ctd
2019-08-10T14:06:43Z,1.0,67.5385,195.11366,29.8026,29.8079,11.4603,11.4564,os1901l1c007_ctd
2019-08-10T14:06:43Z,2.0,67.5385,195.11366,29.8026,29.8079,11.4603,11.4564,os1901l1c007_ctd
2019-08-10T14:06:43Z,3.0,67.5385,195.11366,29.8139,29.8117,11.4494,11.4499,os1901l1c007_ctd
2019-08-10T14:06:43Z,4.0,67.5385,195.11366,29.8478,29.8448,11.4287,11.4251,os1901l1c007_ctd
2019-08-10T14:06:43Z,5.0,67.5385,195.11366,29.9268,29.9246,11.3887,11.3881,os1901l1c007_ctd
2019-08-10T14:06:43Z,6.0,67.5385,195.11366,29.9791,29.9764,11.3535,11.3478,os1901l1c007_ctd
2019-08-10T14:06:43Z,7.0,67.5385,195.11366,30.1967,30.1373,10.9574,10.8416,os1901l1c007_ctd
2019-08-10T14:06:43Z,8.0,67.5385,195.11366,30.5514,30.5324,10.2562,10.2207,os1901l1c007_ctd
2019-08-10T14:06:43Z,9.0,67.5385,195.11366,30.8125,30.7986,9.9915,9.9803,os1901l1c007_ctd
